date_obj,Mole%20skin price
2015-03-26,3834
2015-03-27,3834
2015-03-28,3834
2015-03-29,3834
2015-03-30,3834
2015-03-31,3832
2015-04-01,3832
2015-04-02,3832
2015-04-03,3832
2015-04-04,3832
2015-04-05,3667
2015-04-06,3667
2015-04-07,3667
2015-04-08,3667
2015-04-09,3534
2015-04-10,3534
2015-04-11,3534
2015-04-12,3534
2015-04-13,3485
2015-04-14,3485
2015-04-15,3485
2015-04-16,3485
2015-04-17,3398
2015-04-18,3398
2015-04-19,3398
2015-04-20,3398
2015-04-21,3398
2015-04-22,3307
2015-04-23,3307
2015-04-24,3307
2015-04-25,3307
2015-04-26,3307
2015-04-27,3247
2015-04-28,3247
2015-04-29,3247
2015-04-30,3247
2015-05-01,3247
2015-05-02,3223
2015-05-03,3223
2015-05-04,3223
2015-05-05,3223
2015-05-06,3223
2015-05-07,3223
2015-05-08,3233
2015-05-09,3233
2015-05-10,3233
2015-05-11,3233
2015-05-12,3233
2015-05-13,3233
2015-05-14,3208
2015-05-15,3208
2015-05-16,3208
2015-05-17,3208
2015-05-18,3208
2015-05-19,3208
2015-05-20,3242
2015-05-21,3242
2015-05-22,3242
2015-05-23,3242
2015-05-24,3242
2015-05-25,3326
2015-05-26,3326
2015-05-27,3326
2015-05-28,3326
2015-05-29,3385
2015-05-30,3385
2015-05-31,3385
2015-06-01,3394
2015-06-02,3394
2015-06-03,3394
2015-06-04,3394
2015-06-05,3419
2015-06-06,3419
2015-06-07,3419
2015-06-08,3419
2015-06-09,3413
2015-06-10,3413
2015-06-11,3413
2015-06-12,3413
2015-06-13,3455
2015-06-14,3455
2015-06-15,3455
2015-06-16,3572
2015-06-17,3572
2015-06-18,3572
2015-06-19,3572
2015-06-20,3685
2015-06-21,3685
2015-06-22,3685
2015-06-23,3685
2015-06-24,3748
2015-06-25,3748
2015-06-26,3748
2015-06-27,3748
2015-06-28,3711
2015-06-29,3711
2015-06-30,3711
2015-07-01,3711
2015-07-02,3534
2015-07-03,3534
2015-07-04,3534
2015-07-05,3534
2015-07-06,3516
2015-07-07,3516
2015-07-08,3516
2015-07-09,3516
2015-07-10,3503
2015-07-11,3503
2015-07-12,3503
2015-07-13,3503
2015-07-14,3576
2015-07-15,3576
2015-07-16,3576
2015-07-17,3589
2015-07-18,3589
2015-07-19,3589
2015-07-20,3589
2015-07-21,3603
2015-07-22,3603
2015-07-23,3603
2015-07-24,3622
2015-07-25,3622
2015-07-26,3622
2015-07-27,3634
2015-07-28,3634
2015-07-29,3634
2015-07-30,3691
2015-07-31,3691
2015-08-01,3691
2015-08-02,3752
2015-08-03,3752
2015-08-04,3752
2015-08-05,3736
2015-08-06,3736
2015-08-07,3736
2015-08-08,3774
2015-08-09,3774
2015-08-10,3774
2015-08-11,3748
2015-08-12,3748
2015-08-13,3748
2015-08-14,3730
2015-08-15,3730
2015-08-16,3730
2015-08-17,3706
2015-08-18,3706
2015-08-19,3706
2015-08-20,3742
2015-08-21,3742
2015-08-22,3791
2015-08-23,3791
2015-08-24,3791
2015-08-25,3791
2015-08-26,3832
2015-08-27,3832
2015-08-28,3832
2015-08-29,3931
2015-08-30,3931
2015-08-31,3931
2015-09-01,3948
2015-09-02,3948
2015-09-03,3948
2015-09-04,3956
2015-09-05,3956
2015-09-06,3956
2015-09-07,3950
2015-09-08,3950
2015-09-09,3950
2015-09-10,3939
2015-09-11,3939
2015-09-12,3939
2015-09-13,3859
2015-09-14,3859
2015-09-15,3859
2015-09-16,3859
2015-09-17,3930
2015-09-18,3930
2015-09-19,3930
2015-09-20,3815
2015-09-21,3815
2015-09-22,3815
2015-09-23,3853
2015-09-24,3853
2015-09-25,3853
2015-09-27,3984
2015-09-28,3984
2015-09-29,3984
2015-09-30,4053
2015-10-05,4059
2015-10-06,4059
2015-10-07,3986
2015-10-08,3986
2015-10-09,3986
2015-10-10,3938
2015-10-11,3938
2015-10-12,3938
2015-10-13,3948
2015-10-14,3948
2015-10-15,3948
2015-10-16,4053
2015-10-17,4053
2015-10-18,4053
2015-10-19,4053
2015-10-20,4053
2015-10-22,4053
2015-10-23,3988
2015-10-24,3988
2015-10-25,3988
2015-10-26,4004
2015-10-27,4004
2015-10-29,3954
2015-10-30,3954
2015-10-31,3954
2015-11-01,3954
2015-11-02,4013
2015-11-03,4013
2015-11-04,4013
2015-11-05,4013
2015-11-06,4106
2015-11-07,4106
2015-11-08,4106
2015-11-09,4106
2015-11-10,4141
2015-11-11,4141
2015-11-12,4141
2015-11-13,4141
2015-11-14,4124
2015-11-15,4124
2015-11-16,4124
2015-11-17,4124
2015-11-18,4077
2015-11-19,4077
2015-11-20,4077
2015-11-21,4077
2015-11-22,4078
2015-11-23,4078
2015-11-24,4078
2015-11-25,4078
2015-11-26,4078
2015-11-27,4045
2015-11-28,4045
2015-11-29,4045
2015-11-30,4043
2015-12-01,4043
2015-12-02,4043
2015-12-03,4043
2015-12-04,4040
2015-12-05,4040
2015-12-06,4040
2015-12-07,4068
2015-12-08,4068
2015-12-09,4068
2015-12-10,4048
2015-12-11,4048
2015-12-12,4048
2015-12-13,4094
2015-12-14,4094
2015-12-15,4094
2015-12-16,4193
2015-12-17,4193
2015-12-18,4193
2015-12-19,4129
2015-12-20,4129
2015-12-21,4129
2015-12-22,4079
2015-12-23,4079
2015-12-24,4079
2015-12-25,4122
2015-12-26,4122
2015-12-27,4122
2015-12-28,4107
2015-12-29,4107
2015-12-30,4132
2015-12-31,4132
2016-01-01,4132
2016-01-02,4132
2016-01-03,4108
2016-01-04,4108
2016-01-05,4108
2016-01-06,4067
2016-01-07,4067
2016-01-08,4067
2016-01-09,4108
2016-01-10,4108
2016-01-11,4108
2016-01-12,4074
2016-01-13,4074
2016-01-14,4074
2016-01-15,4060
2016-01-16,4060
2016-01-17,4060
2016-01-18,4079
2016-01-19,4079
2016-01-20,4079
2016-01-21,4146
2016-01-22,4146
2016-01-23,4161
2016-01-24,4161
2016-01-25,4161
2016-01-26,4171
2016-01-27,4171
2016-01-28,4171
2016-01-29,4172
2016-01-30,4172
2016-01-31,4172
2016-02-01,4056
2016-02-02,4056
2016-02-03,4056
2016-02-04,4131
2016-02-05,4131
2016-02-06,4245
2016-02-07,4245
2016-02-08,4245
2016-02-09,4416
2016-02-10,4416
2016-02-11,4572
2016-02-12,4572
2016-02-13,4692
2016-02-14,4692
2016-02-15,4590
2016-02-16,4590
2016-02-17,4755
2016-02-18,4755
2016-02-19,4839
2016-02-20,4839
2016-02-21,4843
2016-02-22,4843
2016-02-23,4843
2016-02-24,4914
2016-02-25,4914
2016-02-26,4914
2016-02-27,4820
2016-02-28,4820
2016-02-29,4820
2016-03-01,4704
2016-03-02,4704
2016-03-03,4704
2016-03-04,4608
2016-03-05,4608
2016-03-06,4505
2016-03-07,4505
2016-03-08,4505
2016-03-09,4579
2016-03-10,4579
2016-03-11,4579
2016-03-12,4661
2016-03-13,4661
2016-03-14,4661
2016-03-15,4602
2016-03-16,4602
2016-03-17,4552
2016-03-18,4552
2016-03-19,4519
2016-03-20,4519
2016-03-21,4519
2016-03-22,4549
2016-03-23,4549
2016-03-24,4549
2016-03-25,4570
2016-03-26,4570
2016-03-27,4570
2016-03-28,4651
2016-03-29,4651
2016-03-30,4651
2016-03-31,4600
2016-04-01,4600
2016-04-02,4600
2016-04-03,4545
2016-04-04,4545
2016-04-05,4545
2016-04-06,4454
2016-04-07,4454
2016-04-08,4454
2016-04-09,4313
2016-04-10,4313
2016-04-11,4313
2016-04-12,4246
2016-04-13,4246
2016-04-14,4246
2016-04-15,4098
2016-04-16,4098
2016-04-17,4098
2016-04-18,4214
2016-04-19,4214
2016-04-20,4214
2016-04-21,4215
2016-04-22,4215
2016-04-23,4215
2016-04-24,4101
2016-04-25,4101
2016-04-26,4101
2016-04-27,4059
2016-04-28,4059
2016-04-29,4059
2016-04-30,3992
2016-05-01,3992
2016-05-02,3992
2016-05-03,3941
2016-05-04,3941
2016-05-05,3978
2016-05-06,3978
2016-05-07,3978
2016-05-08,3878
2016-05-09,3878
2016-05-10,3928
2016-05-11,3928
2016-05-12,3928
2016-05-13,3896
2016-05-14,3896
2016-05-15,3891
2016-05-16,3891
2016-05-17,3891
2016-05-18,3952
2016-05-19,3952
2016-05-22,3913
2016-05-23,3934
2016-05-24,3934
2016-05-25,3934
2016-05-26,3980
2016-05-27,3980
2016-05-28,3980
2016-05-29,4045
2016-05-30,4045
2016-05-31,4045
2016-06-01,4136
2016-06-02,4136
2016-06-03,4136
2016-06-04,4192
2016-06-05,4192
2016-06-06,4184
2016-06-07,4184
2016-06-08,4184
2016-06-09,4264
2016-06-10,4264
2016-06-11,4264
2016-06-12,4360
2016-06-13,4360
2016-06-14,4360
2016-06-15,4394
2016-06-16,4394
2016-06-17,4347
2016-06-18,4347
2016-06-19,4347
2016-06-20,4444
2016-06-21,4444
2016-06-22,4393
2016-06-23,4393
2016-06-24,4393
2016-06-25,4371
2016-06-26,4371
2016-06-27,4371
2016-06-28,4447
2016-06-29,4447
2016-06-30,4476
2016-07-01,4476
2016-07-02,4476
2016-07-03,4503
2016-07-04,4503
2016-07-05,4571
2016-07-06,4571
2016-07-07,4571
2016-07-08,4619
2016-07-09,4619
2016-07-10,4676
2016-07-11,4676
2016-07-12,4676
2016-07-13,4617
2016-07-14,4617
2016-07-15,4617
2016-07-16,4622
2016-07-17,4622
2016-07-18,4622
2016-07-23,4804
2016-07-24,4958
2016-07-25,4958
2016-07-26,4958
2016-07-27,4936
2016-07-28,4936
2016-07-29,4931
2016-07-30,4931
2016-07-31,4931
2016-08-01,4921
2016-08-02,4921
2016-08-03,4978
2016-08-04,4978
2016-08-05,4978
2016-08-06,5045
2016-08-07,5045
2016-08-08,5045
2016-08-09,4969
2016-08-10,4969
2016-08-11,4969
2016-08-12,4887
2016-08-13,4887
2016-08-14,4887
2016-08-15,4913
2016-08-16,4913
2016-08-17,4913
2016-08-18,4890
2016-08-19,4890
2016-08-20,5008
2016-08-21,5008
2016-08-22,4987
2016-08-23,4987
2016-08-24,5052
2016-08-25,5052
2016-08-26,5052
2016-08-28,5044
2016-08-31,5065
2016-09-01,5106
2016-09-02,5106
2016-09-03,5106
2016-09-04,5127
2016-09-05,5127
2016-09-06,5127
2016-09-07,5094
2016-09-08,5094
2016-09-09,5094
2016-09-10,4985
2016-09-11,4985
2016-09-12,4985
2016-09-13,4916
2016-09-14,4916
2016-09-15,4916
2016-09-16,4986
2016-09-17,4986
2016-09-18,4986
2016-09-19,4933
2016-09-20,4933
2016-09-21,4933
2016-09-22,4942
2016-09-23,4942
2016-09-24,4942
2016-09-25,4770
2016-09-26,4770
2016-09-27,4770
2016-09-28,4615
2016-09-29,4615
2016-09-30,4615
2016-10-01,4545
2016-10-02,4545
2016-10-03,4545
2016-10-04,4453
2016-10-05,4453
2016-10-06,4453
2016-10-07,4482
2016-10-08,4482
2016-10-09,4521
2016-10-10,4521
2016-10-11,4521
2016-10-12,4540
2016-10-13,4540
2016-10-14,4710
2016-10-15,4899
2016-10-16,5137
2016-10-17,5363
2016-10-18,5363
2016-10-19,5541
2016-10-20,5541
2016-10-21,5739
2016-10-22,5739
2016-10-23,5881
2016-10-24,5982
2016-10-25,5982
2016-10-26,6057
2016-10-27,6057
2016-10-28,6136
2016-10-29,6021
2016-10-30,6021
2016-10-31,5884
2016-11-01,5884
2016-11-02,5856
2016-11-03,5856
2016-11-04,5938
2016-11-05,5938
2016-11-06,5988
2016-11-07,5988
2016-11-08,6070
2016-11-09,6070
2016-11-10,6014
2016-11-11,6014
2016-11-12,5902
2016-11-13,5902
2016-11-14,5780
2016-12-07,5807
2016-12-08,5821
2016-12-09,5821
2016-12-10,5851
2016-12-11,5977
2016-12-12,5977
2016-12-13,6119
2016-12-14,6119
2016-12-15,6192
2016-12-16,6192
2016-12-17,6082
2016-12-18,6082
2016-12-19,5959
2016-12-20,5936
2016-12-21,5936
2016-12-22,5920
2016-12-23,6012
2016-12-24,6012
2016-12-25,6182
2016-12-26,6182
2016-12-27,6193
2016-12-28,6193
2016-12-29,6259
2016-12-30,6259
2016-12-31,6133
2017-01-01,6133
2017-01-02,6037
2017-01-03,6037
2017-01-04,6021
2017-01-05,6021
2017-01-06,6028
2017-01-07,6113
2017-01-08,6309
2017-01-09,6545
2017-01-10,6545
2017-01-11,6521
2017-01-12,6664
2017-01-13,6664
2017-01-14,6706
2017-01-15,6625
2017-01-16,6625
2017-01-17,6604
2017-01-18,6747
2017-01-19,6747
2017-01-20,6694
2017-01-21,6761
2017-01-22,6653
2017-01-27,6636
2017-01-28,6498
2017-01-29,6375
2017-01-30,6375
2017-01-31,6487
2017-02-01,6546
2017-02-02,6546
2017-02-03,6536
2017-02-04,6492
2017-02-05,6492
2017-02-06,6429
2017-02-07,6429
2017-02-08,6359
2017-02-09,6359
2017-02-10,6487
2017-02-11,6532
2017-02-12,6532
2017-02-13,6644
2017-02-14,6721
2017-02-15,6721
2017-02-16,6840
2017-02-18,6943
2017-02-19,6904
2017-02-20,6904
2017-02-21,6950
2017-02-22,6950
2017-02-23,6890
2017-02-24,6890
2017-02-25,6754
2017-02-26,6754
2017-02-27,6755
2017-02-28,6675
2017-03-01,6798
2017-03-02,6774
2017-03-03,6774
2017-03-04,6732
2017-03-05,6732
2017-03-06,6840
2017-03-07,6840
2017-03-08,6983
2017-03-09,6983
2017-03-10,6898
2017-03-11,6997
2017-03-12,7023
2017-03-13,6960
2017-03-14,7114
2017-03-15,7242
2017-03-16,7370
2017-03-17,7405
2017-03-18,7367
2017-03-19,7473
2017-03-20,7503
2017-03-21,7330
2017-03-22,7289
2017-03-23,7315
2017-03-24,7284
2017-03-25,7284
2017-03-26,7314
2017-03-27,7330
2017-03-28,7330
2017-03-29,7155
2017-03-30,6986
2017-03-31,7021
2017-04-01,7021
2017-04-02,6991
2017-04-03,7021
2017-04-04,7117
2017-04-12,6647
2017-04-13,6450
2017-04-14,6450
2017-04-15,6490
2017-04-16,6412
2017-04-17,6467
2017-04-18,6526
2017-04-19,6601
2017-04-20,6601
2017-04-21,6712
2017-04-22,6712
2017-04-23,6733
2017-04-24,6834
2017-04-25,6797
2017-04-26,6797
2017-04-27,6742
2017-04-28,6833
2017-04-29,6757
2017-04-30,6757
2017-05-01,6757
2017-05-02,6911
2017-05-03,6939
2017-05-04,7042
2017-05-05,7061
2017-05-06,6994
2017-05-07,6936
2017-05-08,7043
2017-05-09,7042
2017-05-10,7111
2017-05-11,6968
2017-05-12,7116
2017-05-13,7095
2017-05-14,7207
2017-05-15,7207
2017-05-16,7335
2017-05-17,7342
2017-05-18,7489
2017-05-19,7489
2017-05-20,7447
2017-05-21,7447
2017-05-22,7367
2017-05-23,7244
2017-05-24,7094
2017-05-25,6862
2017-05-26,6771
2017-05-27,6770
2017-05-28,6759
2017-05-29,6810
2017-05-30,6969
2017-05-31,6861
2017-06-01,6741
2017-06-02,6692
2017-06-03,6692
2017-06-06,6162
2017-06-07,5929
2017-06-08,5929
2017-06-09,5781
2017-06-10,5680
2017-06-11,5578
2017-06-12,5578
2017-06-13,5560
2017-06-14,5455
2017-06-15,5455
2017-06-16,5284
2017-06-17,5145
2017-06-18,5144
2017-06-19,5144
2017-06-20,5170
2017-06-21,5060
2017-06-22,5060
2017-06-23,5117
2017-06-24,5229
2017-06-25,5300
2017-06-26,5298
2017-06-27,5314
2017-06-28,5389
2017-06-29,5509
2017-06-30,5494
2017-07-01,5494
2017-07-02,5610
2017-07-03,5656
2017-07-04,5629
2017-07-05,5629
2017-07-06,5577
2017-07-07,5577
2017-07-08,5447
2017-07-13,5460
2017-07-14,5518
2017-07-15,5518
2017-07-16,5443
2017-07-17,5526
2017-07-18,5579
2017-07-19,5655
2017-07-20,5647
2017-07-21,5576
2017-07-22,5629
2017-07-23,5670
2017-07-24,5670
2017-07-25,5713
2017-07-26,5708
2017-07-27,5744
2017-07-28,5739
2017-07-29,5739
2017-07-30,5764
2017-07-31,5764
2017-08-01,5743
2017-08-02,5723
2017-08-03,5683
2017-08-04,5634
2017-08-05,5643
2017-08-06,5572
2017-08-09,5674
2017-08-10,5734
2017-08-11,5671
2017-08-12,5594
2017-08-13,5594
2017-08-14,5634
2017-08-15,5676
2017-08-16,5729
2017-08-17,5802
2017-08-18,5802
2017-08-19,5772
2017-08-20,5769
2017-08-22,5814
2017-08-23,5799
2017-08-24,5799
2017-08-25,5807
2017-08-26,5814
2017-08-27,5962
2017-08-28,5889
2017-08-29,5889
2017-08-30,5864
2017-08-31,5864
2017-09-01,5928
2017-09-02,5857
2017-09-03,5857
2017-09-04,5769
2017-09-05,5759
2017-09-06,5671
2017-09-07,5777
2017-09-08,5777
2017-09-09,5921
2017-09-10,6049
2017-09-11,5940
2017-09-12,5940
2017-09-13,6020
2017-09-14,5977
2017-09-15,5977
2017-09-16,5959
2017-09-17,5810
2017-09-19,5644
2017-09-20,5876
2017-09-21,5876
2017-09-22,5852
2017-09-23,5716
2017-09-24,5835
2017-09-25,5967
2017-09-26,5953
2017-09-27,5953
2017-09-28,5961
2017-09-29,5973
2017-09-30,5973
2017-10-01,5917
2017-10-02,5982
2017-10-03,5982
2017-10-04,5944
2017-10-05,5815
2017-10-06,5830
2017-10-07,5773
2017-10-08,5759
2017-10-09,5790
2017-10-10,5819
2017-10-11,5819
2017-10-12,5915
2017-10-13,5974
2017-10-14,5933
2017-10-15,5933
2017-10-16,5932
2017-10-17,5932
2017-10-18,5935
2017-10-19,5871
2017-10-20,5864
2017-10-21,5798
2017-10-22,5798
2017-10-23,5827
2017-10-24,5814
2017-10-25,5870
2017-10-26,5888
2017-10-27,5944
2017-10-28,5944
2017-10-29,5877
2017-10-30,5949
2017-10-31,5940
2017-11-01,5940
2017-11-02,5993
2017-11-03,5923
2017-11-04,5955
2017-11-05,5955
2017-11-06,5963
2017-11-07,5963
2017-11-08,5939
2017-11-09,6005
