date_obj,Rune%20platebody%20(h4) price
2019-04-11,48000
2019-04-11,50091
2019-04-12,52284
2019-04-13,54499
2019-04-14,56999
2019-04-15,200000
2019-04-16,200000
2019-04-17,200000
2019-04-18,195876
2019-04-19,195876
2019-04-20,196173
2019-04-21,196173
2019-04-22,187205
2019-04-23,187205
2019-04-24,178552
2019-04-25,178552
2019-04-26,170231
2019-04-27,170231
2019-04-28,170231
2019-04-29,162614
2019-04-30,162614
2019-05-01,155816
2019-05-02,155816
2019-05-03,148387
2019-05-04,148387
2019-05-05,142461
2019-05-06,142461
2019-05-07,142461
2019-05-08,136811
2019-05-09,136811
2019-05-10,130854
2019-05-11,130854
2019-05-12,125145
2019-05-13,125145
2019-05-14,119477
2019-05-15,119477
2019-05-16,119477
2019-05-17,113503
2019-05-18,113503
2019-05-19,107827
2019-05-20,107827
2019-05-21,107827
2019-05-22,102435
2019-05-23,102435
2019-05-24,97777
2019-05-25,97777
2019-05-26,93573
2019-05-27,93573
2019-05-28,89256
2019-05-29,89256
2019-05-30,85150
2019-05-31,85150
2019-06-01,81239
2019-06-02,81239
2019-06-03,77717
2019-06-04,74693
2019-06-05,74693
2019-06-06,71055
2019-06-07,71055
2019-06-08,67867
2019-06-09,67867
2019-06-10,64963
2019-06-11,64963
2019-06-12,62034
2019-06-13,62034
2019-06-14,59411
2019-06-15,59411
2019-06-16,57171
2019-06-17,57171
2019-06-18,57171
2019-06-19,54526
2019-06-20,54526
2019-06-21,52354
2019-06-22,52354
2019-06-23,52354
2019-06-24,50058
2019-06-25,50058
2019-06-26,50058
2019-06-27,49957
2019-06-28,49957
2019-06-29,49957
2019-06-30,49642
2019-07-01,49642
2019-07-02,49642
2019-07-03,47557
2019-07-04,47557
2019-07-05,47557
2019-07-06,46531
2019-07-07,46531
2019-07-08,46531
2019-07-09,44204
2019-07-10,44204
2019-07-11,44204
2019-07-12,42276
2019-07-13,42276
2019-07-14,42276
2019-07-15,42276
2019-07-16,40587
2019-07-17,40587
2019-07-18,39926
2019-07-19,39926
2019-07-20,39926
2019-07-21,40429
2019-07-22,40429
2019-07-23,40429
2019-07-24,40424
2019-07-25,40424
2019-07-26,40424
2019-07-27,39373
2019-07-28,39373
2019-07-29,39373
2019-07-30,39373
2019-07-31,38591
2019-08-01,38591
2019-08-02,38591
2019-08-03,38059
2019-08-04,38059
2019-08-05,38369
2019-08-06,38369
2019-08-07,38694
2019-08-08,38694
2019-08-09,38694
2019-08-10,38863
2019-08-11,38863
2019-08-12,38863
2019-08-13,38863
2019-08-14,39660
2019-08-15,39660
2019-08-16,39660
2019-08-17,40078
2019-08-18,40078
2019-08-19,40078
2019-08-20,40078
2019-08-21,40372
2019-08-22,40372
2019-08-23,40372
2019-08-24,40497
2019-08-24,40497
2019-08-25,40497
2019-08-25,40497
2019-08-26,40497
2019-08-26,40497
2019-08-27,40435
2019-08-27,40435
2019-08-28,40435
2019-08-29,40435
2019-08-30,40714
2019-08-31,40714
2019-09-01,40714
2019-09-02,40714
2019-09-03,41592
2019-09-04,41592
2019-09-05,41592
2019-09-06,41592
2019-09-07,41292
2019-09-08,41292
2019-09-09,41292
2019-09-10,41292
2019-09-11,40242
2019-09-12,40242
2019-09-13,40242
2019-09-14,40242
2019-09-15,40086
2019-09-16,40086
2019-09-17,40086
2019-09-18,40541
2019-09-19,40541
2019-09-20,40541
2019-09-21,40541
2019-09-22,40565
2019-09-23,40565
2019-09-24,40565
2019-09-25,39712
2019-09-26,39712
2019-09-27,39712
2019-09-28,39598
2019-09-29,39598
2019-09-30,39598
2019-10-01,39417
2019-10-02,39417
2019-10-03,39417
2019-10-04,39417
2019-10-05,39699
2019-10-06,39699
2019-10-07,39699
2019-10-08,40325
2019-10-09,40325
2019-10-10,40325
2019-10-11,40325
2019-10-12,40841
2019-10-13,40841
2019-10-14,40841
2019-10-15,40841
2019-10-16,39534
2019-10-17,39534
2019-10-18,39534
2019-10-19,39294
2019-10-20,39294
2019-10-21,39294
2019-10-22,39294
2019-10-23,40155
2019-10-24,40155
2019-10-25,40155
2019-10-26,40155
2019-10-27,39833
2019-10-28,39833
2019-10-29,39833
2019-10-30,39833
2019-10-31,39833
2019-11-01,38747
2019-11-02,38747
2019-11-03,38747
2019-11-04,38244
2019-11-05,38244
2019-11-06,38244
2019-11-07,38244
2019-11-08,37763
2019-11-09,37763
2019-11-10,38100
2019-11-11,38100
2019-11-12,38100
2019-11-13,39326
2019-11-14,39326
2019-11-15,39326
2019-11-16,40319
2019-11-17,40319
2019-11-18,40319
2019-11-19,40319
2019-11-20,40319
2019-11-21,40446
2019-11-22,40446
2019-11-23,40446
2019-11-24,40342
2019-11-25,40342
2019-11-26,40342
2019-11-27,40497
2019-11-28,40497
2019-11-29,40497
2019-11-30,40497
2019-12-01,41893
2019-12-02,41893
2019-12-03,41893
2019-12-04,41893
2019-12-05,42589
2019-12-06,42589
2019-12-07,42589
2019-12-08,42589
2019-12-09,42589
2019-12-10,42846
2019-12-11,42846
2019-12-12,42846
2019-12-13,42846
2019-12-14,42846
2019-12-15,42284
2019-12-16,42284
2019-12-17,42284
2019-12-18,42284
2019-12-19,42284
2019-12-20,42416
2019-12-21,42416
2019-12-22,42416
2019-12-23,42325
2019-12-24,42325
2019-12-25,42325
2019-12-26,42325
2019-12-27,41922
2019-12-28,41922
2019-12-29,41922
2019-12-30,41922
2019-12-31,41136
2020-01-01,41136
2020-01-02,41136
2020-01-03,41136
2020-01-04,41136
2020-01-05,40710
2020-01-06,40710
2020-01-07,40710
2020-01-08,40729
2020-01-09,40729
2020-01-10,40729
2020-01-11,40059
2020-01-12,40059
2020-01-13,40059
2020-01-14,40059
2020-01-15,40334
2020-01-16,40334
2020-01-17,40334
2020-01-18,40334
2020-01-19,40811
2020-01-20,40811
2020-01-21,40811
2020-01-22,40811
2020-01-23,40712
2020-01-24,40712
2020-01-25,40712
2020-01-26,40712
2020-01-27,40404
2020-01-28,40404
2020-01-29,40404
2020-01-30,40404
2020-01-31,40206
2020-02-01,40206
2020-02-02,40206
2020-02-03,40206
2020-02-04,40124
2020-02-05,40124
2020-02-06,40124
2020-02-07,40124
2020-02-08,39893
2020-02-09,39893
2020-02-10,39893
2020-02-11,39893
2020-02-12,40792
2020-02-13,40792
2020-02-14,40792
2020-02-15,40792
2020-02-16,40792
2020-02-17,40236
2020-02-18,40236
2020-02-19,40236
2020-02-20,40236
2020-02-21,39792
2020-02-22,39792
2020-02-23,39792
2020-02-24,39519
2020-02-25,39519
2020-02-26,39519
2020-02-27,39519
2020-02-28,39783
2020-02-29,39783
2020-03-01,39783
2020-03-02,39783
2020-03-03,39452
2020-03-04,39452
2020-03-05,39452
2020-03-06,39452
2020-03-07,39452
2020-03-08,39654
2020-03-09,39654
2020-03-10,39654
2020-03-11,40169
2020-03-12,40169
2020-03-13,40169
2020-03-14,40169
2020-03-15,39883
2020-03-16,39883
2020-03-17,39883
2020-03-18,39883
2020-03-19,40107
2020-03-20,40107
2020-03-21,40107
2020-03-22,39846
2020-03-23,39846
2020-03-24,39846
2020-03-25,40242
2020-03-26,40242
2020-03-27,40529
2020-03-28,40529
2020-03-29,40529
2020-03-30,39241
2020-03-31,39241
2020-04-01,39241
2020-04-02,38929
2020-04-03,38929
2020-04-04,39639
2020-04-05,39639
2020-04-06,39639
2020-04-07,40139
2020-04-08,40139
2020-04-09,39338
2020-04-10,39338
2020-04-11,38706
2020-04-12,38706
2020-04-13,38706
2020-04-14,39613
2020-04-15,39613
2020-04-16,39613
2020-04-17,39662
2020-04-18,39662
2020-04-19,39518
2020-04-20,39518
2020-04-21,39518
2020-04-22,39094
2020-04-23,39094
2020-04-24,39094
2020-04-25,39094
2020-04-26,38629
2020-04-27,38629
2020-04-28,38735
2020-04-29,38735
2020-04-30,38735
2020-05-01,38761
2020-05-02,38761
2020-05-03,38786
2020-05-04,38786
2020-05-05,38786
2020-05-06,38939
2020-05-07,38939
2020-05-08,38939
2020-05-09,38992
2020-05-10,38992
2020-05-11,38992
2020-05-12,39260
2020-05-13,39260
