date_obj,Swamp%20paste price
2015-03-04,3443
2015-03-05,3443
2015-03-06,3270
2015-03-07,3270
2015-03-08,3106
2015-03-09,3106
2015-03-10,2953
2015-03-11,2953
2015-03-12,2806
2015-03-13,2806
2015-03-14,2665
2015-03-15,2665
2015-03-16,2532
2015-03-17,2532
2015-03-18,2407
2015-03-19,2407
2015-03-20,2286
2015-03-21,2286
2015-03-22,2171
2015-03-23,2171
2015-03-24,2062
2015-03-25,2062
2015-03-26,1958
2015-03-27,1958
2015-03-28,1861
2015-03-29,1861
2015-03-30,1767
2015-03-31,1767
2015-04-01,1680
2015-04-02,1680
2015-04-03,1596
2015-04-04,1517
2015-04-05,1517
2015-04-06,1441
2015-04-07,1441
2015-04-08,1368
2015-04-09,1368
2015-04-10,1299
2015-04-11,1299
2015-04-12,1234
2015-04-13,1234
2015-04-14,1172
2015-04-15,1172
2015-04-16,1113
2015-04-17,1113
2015-04-18,1057
2015-04-19,1057
2015-04-20,1004
2015-04-21,1004
2015-04-22,954
2015-04-23,954
2015-04-24,906
2015-04-25,906
2015-04-26,860
2015-04-27,860
2015-04-28,817
2015-04-29,817
2015-04-30,777
2015-05-01,738
2015-05-02,701
2015-05-03,701
2015-05-04,665
2015-05-05,665
2015-05-06,631
2015-05-07,631
2015-05-08,599
2015-05-09,599
2015-05-10,569
2015-05-11,569
2015-05-12,540
2015-05-13,540
2015-05-14,513
2015-05-15,513
2015-05-16,491
2015-05-17,466
2015-05-18,466
2015-05-19,442
2015-05-20,442
2015-05-21,442
2015-05-22,419
2015-05-23,419
2015-05-24,398
2015-05-25,398
2015-05-26,378
2015-05-27,378
2015-05-28,359
2015-05-29,359
2015-05-30,341
2015-05-31,341
2015-06-01,323
2015-06-02,323
2015-06-03,306
2015-06-04,306
2015-06-05,290
2015-06-06,290
2015-06-07,275
2015-06-08,275
2015-06-09,261
2015-06-10,261
2015-06-11,247
2015-06-12,247
2015-06-13,234
2015-06-14,234
2015-06-15,222
2015-06-16,222
2015-06-17,210
2015-06-18,210
2015-06-19,199
2015-06-20,199
2015-06-21,189
2015-06-22,189
2015-06-23,179
2015-06-24,179
2015-06-25,170
2015-06-26,170
2015-06-27,161
2015-06-28,161
2015-06-29,152
2015-06-30,152
2015-07-01,144
2015-07-02,144
2015-07-03,136
2015-07-04,136
2015-07-05,129
2015-07-06,129
2015-07-07,122
2015-07-08,122
2015-07-09,115
2015-07-10,115
2015-07-11,109
2015-07-12,109
2015-07-13,103
2015-07-14,103
2015-07-15,97
2015-07-16,97
2015-07-17,92
2015-07-18,92
2015-07-19,87
2015-07-20,87
2015-07-21,82
2015-07-22,78
2015-07-23,78
2015-07-24,74
2015-07-25,74
2015-07-26,70
2015-07-27,70
2015-07-28,74
2015-07-29,74
2015-07-30,77
2015-07-31,77
2015-08-01,80
2015-08-02,80
2015-08-03,79
2015-08-04,79
2015-08-05,78
2015-08-06,78
2015-08-07,76
2015-08-08,76
2015-08-09,75
2015-08-10,75
2015-08-11,71
2015-08-12,71
2015-08-13,71
2015-08-14,67
2015-08-15,67
2015-08-16,67
2015-08-17,63
2015-08-18,63
2015-08-19,63
2015-08-20,59
2015-08-21,59
2015-08-22,59
2015-08-23,56
2015-08-24,56
2015-08-25,56
2015-08-26,53
2015-08-27,53
2015-08-28,53
2015-08-29,50
2015-08-30,50
2015-08-31,50
2015-09-02,47
2015-09-07,44
2015-09-08,43
2015-09-10,43
2015-09-14,42
2015-09-16,40
2015-09-22,48
2015-09-23,48
2015-09-24,48
2015-09-25,51
2015-09-27,51
2015-09-28,54
2015-09-29,54
2015-09-30,54
2015-10-05,60
2015-10-06,60
2015-10-07,60
2015-10-08,63
2015-10-09,63
2015-10-10,63
2015-10-11,60
2015-10-12,60
2015-10-13,60
2015-10-14,60
2015-10-15,58
2015-10-16,58
2015-10-17,58
2015-10-18,58
2015-10-19,56
2015-10-20,56
2015-10-22,56
2015-10-23,56
2015-10-24,56
2015-10-25,56
2015-10-26,59
2015-10-27,59
2015-10-29,59
2015-10-30,61
2015-10-31,61
2015-11-01,61
2015-11-02,62
2015-11-03,62
2015-11-04,62
2015-11-05,62
2015-11-06,66
2015-11-07,66
2015-11-08,66
2015-11-09,70
2015-11-10,70
2015-11-11,70
2015-11-12,70
2015-11-13,74
2015-11-14,74
2015-11-15,74
2015-11-16,77
2015-11-17,77
2015-11-18,77
2015-11-19,77
2015-11-20,81
2015-11-21,81
2015-11-22,81
2015-11-23,81
2015-11-24,84
2015-11-25,84
2015-11-26,84
2015-11-27,89
2015-11-28,89
2015-11-29,89
2015-11-30,94
2015-12-01,94
2015-12-02,94
2015-12-03,99
2015-12-04,99
2015-12-05,99
2015-12-06,104
2015-12-07,104
2015-12-08,104
2015-12-09,102
2015-12-10,102
2015-12-11,102
2015-12-13,104
2015-12-14,104
2015-12-15,107
2015-12-16,107
2015-12-17,107
2015-12-18,108
2015-12-19,108
2015-12-20,108
2015-12-21,103
2015-12-22,103
2015-12-23,103
2015-12-24,98
2015-12-25,98
2015-12-26,98
2015-12-27,93
2015-12-28,93
2015-12-29,88
2015-12-30,88
2015-12-31,88
2016-01-01,84
2016-01-02,84
2016-01-03,83
2016-01-04,83
2016-01-05,84
2016-01-06,84
2016-01-07,84
2016-01-08,88
2016-01-09,88
2016-01-10,88
2016-01-11,91
2016-01-12,91
2016-01-13,91
2016-01-14,93
2016-01-15,93
2016-01-16,93
2016-01-17,96
2016-01-18,96
2016-01-19,96
2016-01-20,95
2016-01-21,95
2016-01-22,95
2016-01-23,95
2016-01-24,95
2016-01-25,94
2016-01-26,94
2016-01-27,94
2016-01-28,96
2016-01-29,96
2016-01-30,96
2016-01-31,97
2016-02-01,97
2016-02-02,97
2016-02-03,96
2016-02-04,96
2016-02-05,96
2016-02-06,100
2016-02-07,100
2016-02-08,100
2016-02-09,104
2016-02-10,104
2016-02-11,104
2016-02-12,109
2016-02-13,109
2016-02-14,106
2016-02-15,106
2016-02-16,106
2016-02-17,104
2016-02-18,104
2016-02-19,104
2016-02-20,106
2016-02-21,106
2016-02-22,100
2016-02-23,100
2016-02-24,100
2016-02-25,96
2016-02-26,96
2016-02-27,97
2016-02-28,97
2016-02-29,97
2016-03-01,97
2016-03-02,97
2016-03-03,97
2016-03-04,96
2016-03-05,96
2016-03-06,93
2016-03-07,93
2016-03-08,93
2016-03-09,94
2016-03-10,94
2016-03-11,94
2016-03-12,95
2016-03-13,95
2016-03-14,95
2016-03-15,94
2016-03-16,94
2016-03-17,94
2016-03-18,95
2016-03-19,95
2016-03-20,95
2016-03-21,95
2016-03-22,95
2016-03-23,96
2016-03-24,96
2016-03-25,96
2016-03-26,96
2016-03-27,96
2016-03-28,92
2016-03-29,92
2016-03-30,92
2016-03-31,93
2016-04-01,93
2016-04-02,93
2016-04-03,93
2016-04-04,93
2016-04-05,93
2016-04-06,93
2016-04-07,93
2016-04-08,93
2016-04-09,95
2016-04-10,95
2016-04-11,95
2016-04-12,97
2016-04-13,97
2016-04-14,97
2016-04-15,95
2016-04-16,95
2016-04-17,93
2016-04-18,93
2016-04-19,95
2016-04-20,95
2016-04-21,95
2016-04-22,99
2016-04-23,99
2016-04-24,103
2016-04-25,103
2016-04-26,108
2016-04-27,108
2016-04-28,107
2016-04-29,107
2016-04-30,107
2016-05-01,104
2016-05-02,104
2016-05-03,101
2016-05-04,101
2016-05-05,96
2016-05-06,96
2016-05-07,96
2016-05-08,96
2016-05-09,96
2016-05-10,96
2016-05-11,96
2016-05-12,96
2016-05-13,95
2016-05-14,95
2016-05-15,95
2016-05-16,95
2016-05-17,94
2016-05-18,94
2016-05-19,94
2016-05-22,93
2016-05-23,93
2016-05-24,93
2016-05-25,93
2016-05-26,91
2016-05-27,91
2016-05-28,91
2016-05-29,91
2016-05-30,90
2016-05-31,90
2016-06-01,90
2016-06-02,90
2016-06-03,90
2016-06-04,92
2016-06-05,92
2016-06-06,91
2016-06-07,91
2016-06-08,91
2016-06-09,91
2016-06-10,91
2016-06-11,91
2016-06-12,91
2016-06-13,86
2016-06-14,86
2016-06-15,82
2016-06-16,82
2016-06-17,83
2016-06-18,83
2016-06-19,84
2016-06-20,84
2016-06-21,86
2016-06-22,86
2016-06-23,86
2016-06-24,86
2016-06-25,88
2016-06-26,88
2016-06-27,88
2016-06-28,89
2016-06-29,89
2016-06-30,93
2016-07-01,93
2016-07-02,93
2016-07-03,93
2016-07-04,96
2016-07-05,96
2016-07-06,101
2016-07-07,101
2016-07-08,106
2016-07-09,106
2016-07-10,108
2016-07-11,108
2016-07-12,104
2016-07-13,104
2016-07-14,98
2016-07-15,98
2016-07-16,93
2016-07-17,93
2016-07-18,95
2016-07-24,87
2016-07-25,83
2016-07-26,83
2016-07-27,79
2016-07-28,79
2016-07-29,77
2016-07-30,77
2016-07-31,77
2016-08-01,78
2016-08-02,78
2016-08-03,75
2016-08-04,75
2016-08-05,75
2016-08-06,71
2016-08-07,71
2016-08-08,70
2016-08-09,70
2016-08-10,71
2016-08-11,71
2016-08-12,71
2016-08-13,75
2016-08-14,75
2016-08-15,79
2016-08-16,79
2016-08-17,79
2016-08-18,83
2016-08-19,83
2016-08-20,88
2016-08-21,88
2016-08-22,88
2016-08-23,93
2016-08-24,93
2016-08-25,93
2016-08-26,96
2016-08-28,99
2016-08-31,96
2016-09-01,96
2016-09-02,96
2016-09-03,98
2016-09-04,98
2016-09-05,101
2016-09-06,101
2016-09-07,101
2016-09-08,101
2016-09-09,101
2016-09-10,101
2016-09-11,99
2016-09-12,99
2016-09-13,99
2016-09-14,98
2016-09-15,98
2016-09-16,98
2016-09-17,100
2016-09-18,100
2016-09-19,100
2016-09-20,100
2016-09-21,100
2016-09-22,98
2016-09-23,98
2016-09-24,98
2016-09-25,98
2016-09-26,98
2016-09-27,98
2016-09-28,100
2016-09-29,100
2016-09-30,100
2016-10-01,100
2016-10-02,100
2016-10-03,100
2016-10-04,100
2016-10-05,97
2016-10-06,97
2016-10-07,97
2016-10-08,95
2016-10-09,95
2016-10-10,95
2016-10-11,95
2016-10-12,95
2016-10-13,95
2016-10-14,95
2016-10-15,95
2016-10-16,95
2016-10-17,95
2016-10-18,95
2016-10-19,95
2016-10-20,99
2016-10-21,99
2016-10-22,99
2016-10-23,101
2016-10-24,101
2016-10-25,101
2016-10-26,100
2016-10-27,100
2016-10-28,100
2016-10-29,97
2016-10-30,97
2016-10-31,98
2016-11-01,98
2016-11-02,98
2016-11-03,98
2016-11-04,98
2016-11-05,98
2016-11-06,101
2016-11-07,101
2016-11-08,101
2016-11-09,100
2016-11-10,100
2016-11-11,100
2016-11-12,102
2016-11-13,102
2016-11-14,102
2016-12-08,88
2016-12-09,90
2016-12-10,90
2016-12-11,89
2016-12-12,89
2016-12-13,91
2016-12-14,91
2016-12-15,86
2016-12-16,86
2016-12-17,82
2016-12-18,82
2016-12-19,82
2016-12-20,86
2016-12-21,86
2016-12-22,85
2016-12-23,85
2016-12-24,89
2016-12-25,89
2016-12-26,86
2016-12-27,86
2016-12-28,81
2016-12-29,81
2016-12-30,79
2016-12-31,79
2017-01-01,81
2017-01-02,81
2017-01-03,77
2017-01-04,77
2017-01-05,75
2017-01-06,75
2017-01-07,73
2017-01-08,73
2017-01-09,72
2017-01-10,72
2017-01-11,70
2017-01-12,70
2017-01-13,68
2017-01-14,68
2017-01-15,68
2017-01-16,68
2017-01-17,70
2017-01-18,70
2017-01-19,73
2017-01-20,73
2017-01-21,74
2017-01-22,74
2017-01-27,70
2017-01-28,70
2017-01-29,73
2017-01-30,73
2017-01-31,75
2017-02-01,77
2017-02-02,77
2017-02-03,80
2017-02-04,80
2017-02-05,79
2017-02-06,79
2017-02-07,76
2017-02-08,78
2017-02-09,78
2017-02-10,81
2017-02-11,81
2017-02-12,82
2017-02-13,82
2017-02-14,80
2017-02-15,80
2017-02-16,79
2017-02-18,79
2017-02-19,76
2017-02-20,76
2017-02-21,77
2017-02-22,77
2017-02-23,78
2017-02-24,78
2017-02-25,81
2017-02-26,81
2017-02-27,86
2017-02-28,86
2017-03-01,90
2017-03-02,90
2017-03-03,94
2017-03-04,94
2017-03-05,97
2017-03-06,97
2017-03-07,94
2017-03-08,94
2017-03-09,89
2017-03-10,89
2017-03-11,86
2017-03-12,86
2017-03-13,85
2017-03-14,85
2017-03-15,87
2017-03-16,87
2017-03-17,88
2017-03-18,88
2017-03-19,89
2017-03-20,89
2017-03-21,87
2017-03-22,87
2017-03-23,84
2017-03-24,84
2017-03-25,81
2017-03-26,81
2017-03-27,82
2017-03-28,82
2017-03-29,82
2017-03-30,82
2017-03-31,84
2017-04-01,84
2017-04-02,85
2017-04-03,85
2017-04-04,86
2017-04-12,94
2017-04-13,96
2017-04-14,96
2017-04-15,96
2017-04-16,95
2017-04-17,95
2017-04-18,95
2017-04-19,95
2017-04-20,96
2017-04-21,96
2017-04-22,94
2017-04-23,94
2017-04-24,93
2017-04-25,94
2017-04-26,94
2017-04-27,95
2017-04-28,95
2017-04-29,92
2017-04-30,92
2017-05-01,93
2017-05-02,93
2017-05-03,93
2017-05-04,93
2017-05-05,92
2017-05-06,92
2017-05-07,90
2017-05-08,90
2017-05-09,86
2017-05-10,86
2017-05-11,87
2017-05-12,87
2017-05-13,85
2017-05-14,85
2017-05-15,84
2017-05-16,84
2017-05-17,82
2017-05-18,82
2017-05-19,80
2017-05-20,76
2017-05-21,76
2017-05-22,74
2017-05-23,74
2017-05-24,73
2017-05-25,73
2017-05-26,73
2017-05-27,73
2017-05-28,74
2017-05-29,74
2017-05-30,73
2017-05-31,73
2017-06-01,74
2017-06-02,74
2017-06-03,74
2017-06-06,77
2017-06-07,77
2017-06-08,79
2017-06-09,79
2017-06-10,83
2017-06-11,83
2017-06-12,85
2017-06-13,85
2017-06-14,87
2017-06-15,87
2017-06-16,90
2017-06-17,90
2017-06-18,95
2017-06-19,95
2017-06-20,100
2017-06-21,100
2017-06-22,104
2017-06-23,104
2017-06-24,110
2017-06-25,110
2017-06-26,116
2017-06-27,116
2017-06-28,121
2017-06-29,121
2017-06-30,121
2017-07-01,121
2017-07-02,123
2017-07-03,123
2017-07-04,124
2017-07-05,124
2017-07-06,131
2017-07-07,131
2017-07-08,138
2017-07-13,161
2017-07-14,167
2017-07-15,167
2017-07-16,158
2017-07-17,150
2017-07-18,150
2017-07-19,142
2017-07-20,134
2017-07-21,134
2017-07-22,127
2017-07-23,120
2017-07-24,120
2017-07-25,115
2017-07-26,115
2017-07-27,114
2017-07-28,114
2017-07-29,116
2017-07-30,122
2017-07-31,122
2017-08-01,122
2017-08-02,125
2017-08-03,125
2017-08-04,129
2017-08-05,125
2017-08-06,125
2017-08-09,115
2017-08-10,113
2017-08-11,113
2017-08-12,111
2017-08-13,111
2017-08-14,108
2017-08-15,108
2017-08-16,104
2017-08-17,99
2017-08-18,99
2017-08-19,94
2017-08-20,89
2017-08-21,89
2017-08-22,89
2017-08-23,89
2017-08-24,88
2017-08-25,88
2017-08-26,91
2017-08-27,91
2017-08-28,95
2017-08-29,95
2017-08-30,94
2017-08-31,94
2017-09-01,93
2017-09-02,88
2017-09-03,88
2017-09-04,84
2017-09-05,86
2017-09-06,86
2017-09-07,87
2017-09-08,87
2017-09-09,85
2017-09-10,85
2017-09-11,83
2017-09-12,83
2017-09-13,82
2017-09-14,83
2017-09-15,83
2017-09-16,85
2017-09-17,87
2017-09-19,87
2017-09-20,87
2017-09-21,89
2017-09-22,89
2017-09-23,91
2017-09-24,91
2017-09-25,90
2017-09-26,90
2017-09-27,91
2017-09-28,91
2017-09-29,89
2017-09-30,89
2017-10-01,87
2017-10-02,87
2017-10-03,85
2017-10-04,85
2017-10-05,84
2017-10-06,84
2017-10-07,86
2017-10-08,86
2017-10-09,84
2017-10-10,84
2017-10-11,87
2017-10-12,87
2017-10-13,91
2017-10-14,91
2017-10-15,94
2017-10-16,93
2017-10-17,93
2017-10-18,94
2017-10-19,94
2017-10-20,95
2017-10-21,95
2017-10-22,91
2017-10-23,91
2017-10-24,86
2017-10-25,86
2017-10-26,83
2017-10-27,83
2017-10-28,83
2017-10-29,81
2017-10-30,81
2017-10-31,81
2017-11-01,81
2017-11-02,83
2017-11-03,83
2017-11-04,84
2017-11-05,84
2017-11-06,81
2017-11-07,81
2017-11-08,79
