date_obj,Swamp%20paste price
2017-11-09,79
2017-11-10,76
2017-11-11,76
2017-11-12,75
2017-11-13,75
2017-11-14,77
2017-11-15,77
2017-11-16,77
2017-11-17,77
2017-11-18,78
2017-11-19,78
2017-11-20,78
2017-11-21,78
2017-11-22,78
2017-11-23,78
2017-11-24,76
2017-11-25,76
2017-11-26,74
2017-11-27,74
2017-11-28,73
2017-11-29,73
2017-11-30,73
2017-12-01,75
2017-12-02,75
2017-12-03,76
2017-12-04,76
2017-12-05,79
2017-12-06,79
2017-12-07,80
2017-12-08,80
2017-12-09,78
2017-12-10,78
2017-12-11,75
2017-12-12,75
2017-12-13,74
2017-12-14,74
2017-12-15,73
2017-12-16,73
2017-12-17,75
2017-12-18,78
2017-12-19,78
2017-12-20,80
2017-12-21,80
2017-12-22,82
2017-12-23,82
2017-12-24,87
2017-12-25,87
2017-12-26,91
2017-12-27,95
2017-12-28,95
2017-12-29,100
2017-12-30,100
2017-12-31,100
2018-01-01,99
2018-01-02,99
2018-01-03,103
2018-01-04,108
2018-01-05,113
2018-01-06,119
2018-01-07,124
2018-01-08,127
2018-01-09,129
2018-01-10,129
2018-01-11,123
2018-01-12,122
2018-01-13,120
2018-01-14,120
2018-01-15,116
2018-01-16,115
2018-01-17,115
2018-01-18,113
2018-01-19,113
2018-01-20,110
2018-01-21,111
2018-01-22,115
2018-01-23,119
2018-01-24,122
2018-01-25,124
2018-01-26,120
2018-01-27,119
2018-01-28,120
2018-01-29,115
2018-01-30,112
2018-02-01,110
2018-02-02,107
2018-02-03,104
2018-02-04,106
2018-02-05,106
2018-02-06,103
2018-02-07,103
2018-02-08,103
2018-02-09,101
2018-02-10,101
2018-02-11,101
2018-02-12,101
2018-02-13,101
2018-02-14,102
2018-02-15,103
2018-02-16,103
2018-02-17,103
2018-02-18,103
2018-02-19,105
2018-02-20,105
2018-02-21,107
2018-02-22,107
2018-02-23,105
2018-02-24,105
2018-02-25,104
2018-02-26,104
2018-02-27,103
2018-02-28,103
2018-03-01,99
2018-03-02,98
2018-03-03,98
2018-03-04,98
2018-03-05,96
2018-03-06,96
2018-03-07,95
2018-03-08,95
2018-03-09,93
2018-03-10,95
2018-03-11,99
2018-03-12,103
2018-03-13,106
2018-03-14,110
2018-03-15,110
2018-03-16,112
2018-03-17,112
2018-03-18,111
2018-03-19,111
2018-03-20,113
2018-03-21,113
2018-03-23,116
2018-03-24,112
2018-03-26,107
2018-03-27,105
2018-03-28,105
2018-03-29,107
2018-03-30,111
2018-03-31,113
2018-04-01,112
2018-04-02,112
2018-04-03,117
2018-04-04,123
2018-04-05,123
2018-04-06,126
2018-04-08,121
2018-04-09,115
2018-04-10,115
2018-04-11,113
2018-04-12,111
2018-04-13,111
2018-04-14,107
2018-04-16,107
2018-04-17,109
2018-04-18,109
2018-04-19,106
2018-04-20,104
2018-04-21,103
2018-04-22,103
2018-04-23,101
2018-04-24,101
2018-04-25,101
2018-04-26,101
2018-04-27,99
2018-04-28,96
2018-04-29,92
2018-04-30,90
2018-05-02,90
2018-05-03,88
2018-05-04,88
2018-05-05,87
2018-05-06,87
2018-05-07,88
2018-05-08,88
2018-05-09,87
2018-05-10,88
2018-05-11,88
2018-05-12,90
2018-05-13,90
2018-05-14,95
2018-05-15,95
2018-05-16,100
2018-05-17,104
2018-05-18,106
2018-05-19,108
2018-05-20,108
2018-05-21,104
2018-05-22,104
2018-05-23,106
2018-05-24,105
2018-05-25,105
2018-05-26,104
2018-05-27,104
2018-05-28,103
2018-05-29,103
2018-05-30,104
2018-05-31,102
2018-06-01,103
2018-06-02,104
2018-06-03,104
2018-06-04,105
2018-06-05,104
2018-06-06,103
2018-06-07,103
2018-06-08,101
2018-06-09,101
2018-06-10,99
2018-06-11,98
2018-06-12,95
2018-06-13,93
2018-06-14,92
2018-06-15,92
2018-06-16,92
2018-06-17,93
2018-06-18,93
2018-06-19,93
2018-06-20,93
2018-06-21,91
2018-06-22,89
2018-06-23,89
2018-06-24,90
2018-06-25,90
2018-06-26,90
2018-06-27,88
2018-06-28,87
2018-06-29,85
2018-06-30,85
2018-07-01,87
2018-07-02,87
2018-07-03,86
2018-07-04,86
2018-07-05,85
2018-07-06,84
2018-07-07,86
2018-07-08,88
2018-07-09,87
2018-07-10,87
2018-07-11,87
2018-07-12,87
2018-07-13,87
2018-07-14,87
2018-07-15,87
2018-07-16,89
2018-07-17,92
2018-07-18,96
2018-07-19,96
2018-07-20,98
2018-07-21,102
2018-07-22,104
2018-07-23,109
2018-07-24,115
2018-07-25,121
2018-07-26,125
2018-07-27,122
2018-07-28,121
2018-07-29,126
2018-07-30,131
2018-07-31,133
2018-08-01,133
2018-08-02,128
2018-08-03,125
2018-08-04,122
2018-08-05,121
2018-08-06,123
2018-08-07,128
2018-08-08,130
2018-08-09,130
2018-08-10,131
2018-08-11,130
2018-08-12,126
2018-08-14,126
2018-08-16,125
2018-08-17,122
2018-08-18,122
2018-08-19,117
2018-08-20,113
2018-08-21,113
2018-08-22,109
2018-08-23,105
2018-08-24,102
2018-08-25,100
2018-08-26,100
2018-08-27,98
2018-08-28,97
2018-08-29,96
2018-08-30,97
2018-08-31,98
2018-09-01,99
2018-09-02,99
2018-09-03,101
2018-09-04,102
2018-09-05,101
2018-09-06,101
2018-09-07,101
2018-09-08,100
2018-09-09,100
2018-09-10,100
2018-09-11,100
2018-09-12,100
2018-09-13,100
2018-09-14,99
2018-09-15,99
2018-09-16,99
2018-09-17,99
2018-09-18,101
2018-09-19,98
2018-09-20,100
2018-09-21,101
2018-09-22,104
2018-09-23,109
2018-09-24,112
2018-09-25,112
2018-09-26,112
2018-09-27,112
2018-09-28,111
2018-09-29,108
2018-09-30,110
2018-10-02,121
2018-10-03,124
2018-10-04,124
2018-10-05,119
2018-10-06,114
2018-10-07,114
2018-10-08,111
2018-10-09,109
2018-10-10,110
2018-10-11,109
2018-10-12,109
2018-10-13,108
2018-10-14,108
2018-10-15,106
2018-10-16,105
2018-10-17,107
2018-10-18,106
2018-10-19,107
2018-10-20,107
2018-10-21,113
2018-10-22,117
2018-10-23,117
2018-10-24,122
2018-10-25,122
2018-10-26,123
2018-10-27,124
2018-10-28,125
2018-10-29,125
2018-10-30,127
2018-10-31,129
2018-11-01,135
2018-11-03,137
2018-11-04,132
2018-11-05,127
2018-11-06,125
2018-11-07,124
2018-11-08,121
2018-11-09,119
2018-11-10,119
2018-11-11,121
2018-11-12,118
2018-11-13,117
2018-11-14,115
2018-11-15,113
2018-11-16,112
2018-11-17,110
2018-11-18,108
2018-11-19,106
2018-11-20,104
2018-11-21,101
2018-11-22,99
2018-11-23,98
2018-11-24,98
2018-11-25,98
2018-11-26,98
2018-11-27,100
2018-11-28,99
2018-11-29,99
2018-12-01,99
2018-12-02,102
2018-12-03,105
2018-12-04,107
2018-12-05,109
2018-12-07,109
2018-12-09,106
2018-12-10,103
2018-12-11,101
2018-12-12,100
2018-12-13,99
2018-12-14,100
2018-12-15,100
2018-12-16,99
2018-12-17,100
2018-12-18,99
2018-12-19,98
2018-12-20,98
2018-12-21,98
2018-12-22,97
2018-12-23,96
2018-12-24,94
2018-12-25,93
2018-12-26,93
2018-12-27,91
2018-12-28,89
2018-12-29,87
2018-12-30,86
2018-12-31,85
2019-01-01,85
2019-01-02,84
2019-01-03,85
2019-01-04,87
2019-01-05,89
2019-01-06,93
2019-01-08,102
2019-01-10,106
2019-01-11,103
2019-01-12,101
2019-01-13,98
2019-01-14,98
2019-01-15,97
2019-01-16,97
2019-01-17,98
2019-01-18,97
2019-01-19,97
2019-01-20,97
2019-01-22,99
2019-01-23,100
2019-01-25,102
2019-01-26,101
2019-01-27,100
2019-01-28,98
2019-01-29,96
2019-01-30,94
2019-01-31,93
2019-02-01,91
2019-02-02,89
2019-02-03,87
2019-02-04,85
2019-02-05,82
2019-02-06,79
2019-02-07,77
2019-02-08,74
2019-02-09,72
2019-02-10,73
2019-02-11,74
2019-02-12,74
2019-02-13,74
2019-02-14,77
2019-02-15,80
2019-02-16,83
2019-02-17,87
2019-02-18,91
2019-02-19,95
2019-02-20,100
2019-02-21,104
2019-02-22,102
2019-02-23,101
2019-02-24,99
2019-02-25,100
2019-02-26,102
2019-02-27,106
2019-02-28,110
2019-03-01,109
2019-03-02,105
2019-03-03,103
2019-03-04,101
2019-03-05,100
2019-03-06,98
2019-03-07,97
2019-03-08,97
2019-03-09,96
2019-03-10,97
2019-03-11,98
2019-03-12,102
2019-03-13,104
2019-03-14,101
2019-03-15,101
2019-03-16,100
2019-03-17,100
2019-03-18,100
2019-03-19,101
2019-03-20,100
2019-03-21,99
2019-03-22,98
2019-03-23,96
2019-03-24,93
2019-03-25,91
2019-03-26,88
2019-03-27,86
2019-03-28,84
2019-03-29,79
2019-03-30,79
2019-03-31,77
2019-04-01,75
2019-04-02,73
2019-04-03,74
2019-04-04,75
2019-04-05,76
2019-04-06,77
2019-04-07,78
2019-04-08,80
2019-04-09,82
2019-04-10,86
2019-04-11,90
2019-04-12,94
2019-04-13,97
2019-04-14,99
2019-04-15,99
2019-04-16,101
2019-04-17,102
2019-04-18,102
2019-04-19,101
2019-04-20,100
2019-04-21,100
2019-04-22,99
2019-04-23,98
2019-04-24,98
2019-04-25,98
2019-04-26,96
2019-04-27,95
2019-04-28,94
2019-04-29,91
2019-04-30,87
2019-05-01,83
2019-05-02,78
2019-05-03,75
2019-05-04,75
2019-05-05,78
2019-05-06,81
2019-05-07,84
2019-05-08,87
2019-05-09,90
2019-05-10,89
2019-05-11,87
2019-05-12,88
2019-05-13,86
2019-05-14,85
2019-05-15,84
2019-05-16,83
2019-05-17,83
2019-05-18,82
2019-05-19,83
2019-05-20,82
2019-05-21,81
2019-05-22,80
2019-05-23,80
2019-05-24,80
2019-05-25,81
2019-05-26,81
2019-05-27,79
2019-05-28,79
2019-05-29,79
2019-05-30,80
2019-05-31,79
2019-06-01,79
2019-06-02,79
2019-06-03,78
2019-06-04,79
2019-06-05,79
2019-06-06,79
2019-06-07,78
2019-06-08,79
2019-06-09,80
2019-06-10,80
2019-06-11,81
2019-06-12,80
2019-06-13,80
2019-06-14,79
2019-06-15,81
2019-06-16,82
2019-06-17,82
2019-06-18,80
2019-06-19,80
2019-06-20,79
2019-06-21,79
2019-06-22,79
2019-06-23,77
2019-06-24,77
2019-06-25,75
2019-06-26,74
2019-06-27,73
2019-06-28,73
2019-06-29,73
2019-06-30,74
2019-07-01,73
2019-07-02,73
2019-07-03,72
2019-07-04,71
2019-07-05,70
2019-07-06,70
2019-07-07,69
2019-07-08,69
2019-07-09,68
2019-07-10,67
2019-07-11,66
2019-07-12,67
2019-07-13,67
2019-07-14,70
2019-07-15,70
2019-07-16,73
2019-07-17,75
2019-07-18,77
2019-07-19,76
2019-07-20,77
2019-07-21,77
2019-07-22,79
2019-07-23,81
2019-07-24,80
2019-07-25,79
2019-07-26,80
2019-07-27,81
2019-07-28,83
2019-07-29,84
2019-07-30,86
2019-07-31,89
2019-08-01,90
2019-08-02,91
2019-08-03,91
2019-08-04,91
2019-08-05,90
2019-08-06,90
2019-08-07,89
2019-08-08,89
2019-08-09,88
2019-08-10,88
2019-08-11,88
2019-08-12,90
2019-08-13,90
2019-08-14,90
2019-08-15,91
2019-08-16,91
2019-08-17,91
2019-08-18,90
2019-08-19,88
2019-08-20,85
2019-08-21,84
2019-08-22,82
2019-08-23,79
2019-08-24,78
2019-08-24,78
2019-08-25,78
2019-08-25,78
2019-08-26,77
2019-08-26,77
2019-08-27,77
2019-08-27,77
2019-08-28,76
2019-08-29,76
2019-08-30,74
2019-08-31,74
2019-09-01,72
2019-09-02,72
2019-09-03,73
2019-09-04,73
2019-09-05,73
2019-09-06,73
2019-09-07,71
2019-09-08,71
2019-09-09,71
2019-09-10,71
2019-09-11,70
2019-09-12,70
2019-09-13,71
2019-09-14,69
2019-09-15,70
2019-09-16,71
2019-09-17,71
2019-09-18,72
2019-09-19,72
2019-09-20,74
2019-09-21,75
2019-09-22,74
2019-09-23,74
2019-09-24,74
2019-09-25,76
2019-09-26,77
2019-09-27,77
2019-09-28,79
2019-09-29,79
2019-09-30,81
2019-10-01,82
2019-10-02,82
2019-10-03,81
2019-10-04,81
2019-10-05,83
2019-10-06,82
2019-10-07,82
2019-10-08,82
2019-10-09,82
2019-10-10,80
2019-10-11,80
2019-10-12,78
2019-10-13,77
2019-10-14,74
2019-10-15,74
2019-10-16,71
2019-10-17,71
2019-10-18,73
2019-10-19,75
2019-10-20,76
2019-10-21,76
2019-10-22,76
2019-10-23,77
2019-10-24,78
2019-10-25,79
2019-10-26,79
2019-10-27,76
2019-10-28,76
2019-10-29,76
2019-10-30,76
2019-10-31,79
2019-11-01,78
2019-11-02,80
2019-11-03,81
2019-11-04,81
2019-11-05,81
2019-11-06,82
2019-11-07,83
2019-11-08,84
2019-11-09,88
2019-11-10,89
2019-11-11,90
2019-11-12,90
2019-11-13,91
2019-11-14,93
2019-11-15,93
2019-11-16,93
2019-11-17,93
2019-11-18,94
2019-11-19,94
2019-11-20,93
2019-11-21,93
2019-11-22,92
2019-11-23,90
2019-11-24,88
2019-11-25,86
2019-11-26,84
2019-11-27,84
2019-11-28,80
2019-11-29,80
2019-11-30,77
2019-12-01,74
2019-12-02,71
2019-12-03,69
2019-12-04,68
2019-12-05,68
2019-12-06,65
2019-12-07,65
2019-12-08,68
2019-12-09,69
2019-12-10,73
2019-12-11,76
2019-12-12,76
2019-12-13,79
2019-12-14,82
2019-12-15,85
2019-12-16,87
2019-12-17,86
2019-12-18,86
2019-12-19,86
2019-12-20,86
2019-12-21,88
2019-12-22,87
2019-12-23,84
2019-12-24,83
2019-12-25,79
2019-12-26,79
2019-12-27,78
2019-12-28,77
2019-12-29,77
2019-12-30,77
2019-12-31,77
2020-01-01,78
2020-01-02,77
2020-01-03,76
2020-01-04,76
2020-01-05,77
2020-01-06,76
2020-01-07,77
2020-01-08,77
2020-01-09,78
2020-01-10,80
2020-01-11,80
2020-01-12,79
2020-01-13,79
2020-01-14,81
2020-01-15,83
2020-01-16,85
2020-01-17,88
2020-01-18,92
2020-01-19,96
2020-01-20,98
2020-01-21,98
2020-01-22,101
2020-01-23,106
2020-01-24,107
2020-01-25,104
2020-01-26,105
2020-01-27,105
2020-01-28,104
2020-01-29,105
2020-01-30,106
2020-01-31,106
2020-02-01,107
2020-02-02,107
2020-02-03,107
2020-02-04,107
2020-02-05,103
2020-02-06,100
2020-02-07,97
2020-02-08,96
2020-02-09,97
2020-02-10,98
2020-02-11,100
2020-02-12,100
2020-02-13,100
2020-02-14,100
2020-02-15,98
2020-02-16,100
2020-02-17,98
2020-02-18,98
2020-02-19,100
2020-02-20,100
2020-02-21,100
2020-02-22,99
2020-02-23,99
2020-02-24,97
2020-02-25,96
2020-02-26,95
2020-02-27,93
2020-02-28,93
2020-02-29,93
2020-03-01,93
2020-03-02,91
2020-03-03,89
2020-03-04,89
2020-03-05,86
2020-03-06,83
2020-03-07,84
2020-03-08,84
2020-03-09,84
2020-03-10,86
2020-03-11,85
2020-03-12,85
2020-03-13,85
2020-03-14,85
2020-03-15,88
2020-03-16,91
2020-03-17,94
2020-03-18,95
2020-03-19,97
2020-03-20,98
2020-03-21,98
2020-03-22,100
2020-03-23,102
2020-03-24,105
2020-03-25,110
2020-03-26,114
2020-03-27,119
2020-03-28,123
2020-03-29,130
2020-03-30,136
2020-03-31,140
2020-04-01,145
2020-04-02,147
2020-04-03,147
2020-04-04,143
2020-04-05,140
2020-04-06,138
2020-04-07,136
2020-04-08,130
2020-04-09,129
2020-04-10,128
2020-04-11,134
2020-04-12,138
2020-04-13,139
2020-04-14,138
2020-04-15,138
2020-04-16,141
2020-04-17,143
2020-04-18,142
2020-04-19,137
2020-04-20,132
2020-04-21,125
2020-04-22,119
2020-04-23,114
2020-04-24,109
2020-04-25,105
2020-04-26,104
2020-04-27,104
2020-04-28,106
2020-04-29,107
2020-04-30,109
2020-05-01,108
2020-05-02,106
2020-05-03,106
2020-05-04,108
2020-05-05,111
2020-05-06,112
2020-05-07,115
2020-05-08,115
2020-05-09,115
2020-05-10,112
2020-05-11,107
2020-05-12,103
2020-05-13,102
