date_obj,Willow%20shield price
2018-02-01,121
2018-02-02,115
2018-02-03,109
2018-02-04,103
2018-02-05,97
2018-02-06,92
2018-02-07,87
2018-02-08,82
2018-02-09,77
2018-02-10,73
2018-02-11,69
2018-02-12,65
2018-02-13,61
2018-02-14,57
2018-02-15,54
2018-02-16,52
2018-02-17,52
2018-02-18,51
2018-02-19,50
2018-02-20,50
2018-02-21,50
2018-02-22,50
2018-02-23,49
2018-02-24,49
2018-02-25,49
2018-02-26,49
2018-02-27,48
2018-02-28,48
2018-03-01,47
2018-03-02,46
2018-03-03,46
2018-03-04,44
2018-03-05,44
2018-03-06,43
2018-03-07,43
2018-03-08,44
2018-03-09,44
2018-03-10,42
2018-03-11,42
2018-03-12,40
2018-03-13,40
2018-03-14,39
2018-03-15,39
2018-03-16,39
2018-03-17,39
2018-03-18,39
2018-03-20,39
2018-03-21,39
2018-03-23,39
2018-03-24,39
2018-03-26,38
2018-03-27,37
2018-03-28,37
2018-03-29,36
2018-03-30,36
2018-03-31,36
2018-04-01,36
2018-04-02,36
2018-04-03,35
2018-04-04,35
2018-04-05,35
2018-04-06,35
2018-04-08,35
2018-04-09,36
2018-04-10,36
2018-04-11,36
2018-04-12,36
2018-04-13,37
2018-04-14,37
2018-04-16,37
2018-04-17,37
2018-04-18,36
2018-04-19,36
2018-04-20,36
2018-04-21,36
2018-04-22,36
2018-04-23,36
2018-04-24,37
2018-04-25,37
2018-04-26,37
2018-04-27,37
2018-04-28,37
2018-04-29,35
2018-04-30,35
2018-05-02,34
2018-05-03,34
2018-05-04,34
2018-05-05,34
2018-05-06,34
2018-05-07,34
2018-05-08,34
2018-05-09,34
2018-05-10,34
2018-05-11,34
2018-05-12,34
2018-05-13,34
2018-05-14,34
2018-05-15,34
2018-05-16,34
2018-05-17,35
2018-05-18,35
2018-05-19,34
2018-05-20,34
2018-05-21,34
2018-05-22,34
2018-05-23,34
2018-05-24,34
2018-05-25,34
2018-05-26,35
2018-05-27,35
2018-05-28,34
2018-05-29,34
2018-05-30,34
2018-05-31,34
2018-06-01,34
2018-06-02,34
2018-06-03,34
2018-06-04,34
2018-06-05,34
2018-06-06,34
2018-06-07,34
2018-06-08,35
2018-06-09,35
2018-06-10,35
2018-06-11,34
2018-06-12,34
2018-06-13,34
2018-06-14,34
2018-06-15,34
2018-06-16,35
2018-06-17,35
2018-06-18,35
2018-06-19,35
2018-06-20,35
2018-06-21,35
2018-06-22,35
2018-06-23,35
2018-06-24,34
2018-06-25,34
2018-06-26,34
2018-06-27,33
2018-06-28,33
2018-06-29,33
2018-06-30,32
2018-07-01,32
2018-07-02,32
2018-07-03,31
2018-07-04,31
2018-07-05,31
2018-07-06,31
2018-07-07,31
2018-07-08,30
2018-07-09,30
2018-07-10,30
2018-07-11,30
2018-07-12,30
2018-07-13,31
2018-07-14,31
2018-07-15,31
2018-07-16,31
2018-07-17,32
2018-07-18,32
2018-07-19,31
2018-07-20,31
2018-07-21,32
2018-07-22,32
2018-07-23,31
2018-07-24,31
2018-07-25,30
2018-07-26,30
2018-07-27,29
2018-07-28,29
2018-07-29,28
2018-07-30,28
2018-07-31,26
2018-08-01,26
2018-08-02,24
2018-08-03,24
2018-08-04,22
2018-08-05,20
2018-08-06,20
2018-08-07,19
2018-08-08,19
2018-08-09,19
2018-08-10,19
2018-08-11,19
2018-08-12,19
2018-08-14,19
2018-08-16,19
2018-08-17,19
2018-08-18,19
2018-08-19,19
2018-08-20,19
2018-08-21,19
2018-08-22,19
2018-08-23,19
2018-08-24,20
2018-08-25,21
2018-08-26,21
2018-08-27,22
2018-08-28,23
2018-08-29,23
2018-08-30,25
2018-08-31,25
2018-09-01,26
2018-09-02,26
2018-09-03,26
2018-09-04,27
2018-09-05,28
2018-09-06,28
2018-09-07,28
2018-09-08,27
2018-09-09,27
2018-09-10,27
2018-09-11,27
2018-09-12,27
2018-09-13,27
2018-09-14,26
2018-09-15,26
2018-09-16,26
2018-09-17,26
2018-09-18,26
2018-09-19,26
2018-09-20,26
2018-09-21,26
2018-09-22,26
2018-09-23,26
2018-09-24,27
2018-09-25,27
2018-09-26,28
2018-09-27,28
2018-09-28,28
2018-09-29,28
2018-09-30,28
2018-10-02,27
2018-10-03,28
2018-10-04,28
2018-10-05,28
2018-10-06,29
2018-10-07,29
2018-10-08,29
2018-10-09,29
2018-10-10,30
2018-10-11,30
2018-10-12,30
2018-10-13,30
2018-10-14,30
2018-10-15,29
2018-10-16,29
2018-10-17,29
2018-10-18,29
2018-10-19,29
2018-10-20,29
2018-10-21,29
2018-10-22,29
2018-10-23,29
2018-10-24,29
2018-10-25,29
2018-10-26,28
2018-10-27,28
2018-10-28,29
2018-10-29,29
2018-10-30,29
2018-10-31,28
2018-11-01,29
2018-11-03,29
2018-11-04,29
2018-11-05,29
2018-11-06,30
2018-11-07,30
2018-11-08,29
2018-11-09,29
2018-11-10,28
2018-11-11,27
2018-11-12,26
2018-11-13,25
2018-11-14,24
2018-11-15,24
2018-11-16,23
2018-11-17,22
2018-11-18,21
2018-11-19,20
2018-11-20,20
2018-11-21,20
2018-11-22,20
2018-11-23,19
2018-11-24,19
2018-11-25,19
2018-11-26,19
2018-11-27,19
2018-11-28,20
2018-11-29,19
2018-12-01,18
2018-12-02,18
2018-12-03,18
2018-12-04,19
2018-12-05,19
2018-12-07,19
2018-12-09,19
2018-12-10,19
2018-12-11,19
2018-12-12,19
2018-12-13,18
2018-12-14,18
2018-12-15,18
2018-12-16,18
2018-12-17,17
2018-12-18,17
2018-12-19,17
2018-12-20,17
2018-12-21,17
2018-12-22,17
2018-12-23,17
2018-12-24,17
2018-12-25,17
2018-12-26,16
2018-12-27,15
2018-12-28,15
2018-12-29,15
2018-12-30,15
2018-12-31,16
2019-01-01,15
2019-01-02,15
2019-01-03,15
2019-01-04,15
2019-01-05,15
2019-01-06,15
2019-01-08,16
2019-01-10,17
2019-01-11,17
2019-01-12,17
2019-01-13,16
2019-01-14,17
2019-01-15,17
2019-01-16,18
2019-01-17,18
2019-01-18,18
2019-01-19,18
2019-01-20,18
2019-01-21,19
2019-01-22,20
2019-01-23,20
2019-01-24,19
2019-01-25,20
2019-01-26,20
2019-01-27,20
2019-01-28,20
2019-01-29,20
2019-01-30,20
2019-01-31,21
2019-02-01,22
2019-02-02,22
2019-02-03,22
2019-02-04,22
2019-02-05,22
2019-02-06,22
2019-02-07,23
2019-02-08,23
2019-02-09,23
2019-02-10,23
2019-02-11,24
2019-02-12,23
2019-02-13,22
2019-02-14,22
2019-02-15,23
2019-02-16,24
2019-02-17,24
2019-02-18,24
2019-02-19,24
2019-02-20,25
2019-02-21,26
2019-02-22,27
2019-02-23,27
2019-02-24,27
2019-02-25,27
2019-02-26,27
2019-02-27,28
2019-02-28,28
2019-03-01,28
2019-03-02,28
2019-03-03,28
2019-03-04,28
2019-03-05,29
2019-03-06,30
2019-03-07,32
2019-03-08,32
2019-03-09,31
2019-03-10,30
2019-03-11,31
2019-03-12,32
2019-03-13,32
2019-03-14,32
2019-03-15,32
2019-03-16,32
2019-03-17,32
2019-03-18,32
2019-03-19,32
2019-03-20,32
2019-03-21,32
2019-03-22,32
2019-03-23,33
2019-03-24,33
2019-03-25,33
2019-03-26,34
2019-03-27,34
2019-03-28,35
2019-03-29,35
2019-03-30,35
2019-03-31,35
2019-04-01,34
2019-04-02,34
2019-04-03,36
2019-04-04,36
2019-04-05,37
2019-04-06,37
2019-04-07,37
2019-04-08,37
2019-04-09,38
2019-04-10,38
2019-04-11,39
2019-04-12,39
2019-04-13,39
2019-04-14,39
2019-04-15,39
2019-04-16,39
2019-04-17,39
2019-04-18,39
2019-04-19,39
2019-04-20,40
2019-04-21,40
2019-04-22,40
2019-04-23,39
2019-04-24,39
2019-04-25,37
2019-04-26,36
2019-04-27,36
2019-04-28,34
2019-04-29,34
2019-04-30,32
2019-05-01,32
2019-05-02,31
2019-05-03,30
2019-05-04,28
2019-05-05,28
2019-05-06,28
2019-05-07,28
2019-05-08,29
2019-05-09,29
2019-05-10,29
2019-05-11,29
2019-05-12,28
2019-05-13,26
2019-05-14,26
2019-05-15,26
2019-05-16,26
2019-05-17,26
2019-05-18,25
2019-05-19,25
2019-05-20,25
2019-05-21,25
2019-05-22,25
2019-05-23,25
2019-05-24,26
2019-05-25,26
2019-05-26,27
2019-05-27,27
2019-05-28,28
2019-05-29,28
2019-05-30,30
2019-05-31,30
2019-06-01,31
2019-06-02,31
2019-06-03,32
2019-06-04,32
2019-06-05,32
2019-06-06,32
2019-06-07,31
2019-06-08,31
2019-06-09,31
2019-06-10,31
2019-06-11,32
2019-06-12,32
2019-06-13,32
2019-06-14,32
2019-06-15,32
2019-06-16,32
2019-06-17,33
2019-06-18,33
2019-06-19,32
2019-06-20,31
2019-06-21,31
2019-06-22,33
2019-06-23,33
2019-06-24,34
2019-06-25,34
2019-06-26,33
2019-06-27,31
2019-06-28,31
2019-06-29,32
2019-06-30,33
2019-07-01,33
2019-07-02,33
2019-07-03,33
2019-07-04,33
2019-07-05,33
2019-07-06,32
2019-07-07,32
2019-07-08,31
2019-07-09,31
2019-07-10,31
2019-07-11,31
2019-07-12,32
2019-07-13,32
2019-07-14,33
2019-07-15,33
2019-07-16,33
2019-07-17,33
2019-07-18,33
2019-07-19,33
2019-07-20,34
2019-07-21,34
2019-07-22,34
2019-07-23,34
2019-07-24,34
2019-07-25,34
2019-07-26,35
2019-07-27,35
2019-07-28,33
2019-07-29,33
2019-07-30,33
2019-07-31,33
2019-08-01,34
2019-08-02,34
2019-08-03,34
2019-08-04,34
2019-08-05,34
2019-08-06,34
2019-08-07,33
2019-08-08,33
2019-08-09,33
2019-08-10,33
2019-08-11,33
2019-08-12,33
2019-08-13,33
2019-08-14,33
2019-08-15,33
2019-08-16,33
2019-08-17,33
2019-08-18,33
2019-08-19,33
2019-08-20,32
2019-08-21,32
2019-08-22,33
2019-08-23,33
2019-08-24,34
2019-08-24,34
2019-08-25,34
2019-08-25,34
2019-08-26,34
2019-08-26,34
2019-08-27,34
2019-08-27,34
2019-08-28,34
2019-08-29,33
2019-08-30,33
2019-08-31,32
2019-09-01,32
2019-09-02,32
2019-09-03,32
2019-09-04,31
2019-09-05,31
2019-09-06,31
2019-09-07,30
2019-09-08,30
2019-09-09,29
2019-09-10,29
2019-09-11,30
2019-09-12,30
2019-09-13,30
2019-09-14,31
2019-09-15,31
2019-09-16,29
2019-09-17,29
2019-09-18,28
2019-09-19,28
2019-09-20,28
2019-09-21,27
2019-09-22,27
2019-09-23,26
2019-09-24,26
2019-09-25,24
2019-09-26,24
2019-09-27,24
2019-09-28,24
2019-09-29,23
2019-09-30,23
2019-10-01,23
2019-10-02,23
2019-10-03,23
2019-10-04,24
2019-10-05,24
2019-10-06,24
2019-10-07,24
2019-10-08,23
2019-10-09,23
2019-10-10,23
2019-10-11,23
2019-10-12,23
2019-10-13,23
2019-10-14,23
2019-10-15,23
2019-10-16,23
2019-10-17,23
2019-10-18,23
2019-10-19,23
2019-10-20,23
2019-10-21,23
2019-10-22,23
2019-10-23,24
2019-10-24,24
2019-10-25,24
2019-10-26,23
2019-10-27,23
2019-10-28,23
2019-10-29,23
2019-10-30,23
2019-10-31,23
2019-11-01,23
2019-11-02,22
2019-11-03,22
2019-11-04,22
2019-11-05,22
2019-11-06,22
2019-11-07,23
2019-11-08,23
2019-11-09,23
2019-11-10,23
2019-11-11,23
2019-11-12,23
2019-11-13,23
2019-11-14,23
2019-11-15,23
2019-11-16,23
2019-11-17,23
2019-11-18,23
2019-11-19,22
2019-11-20,22
2019-11-21,22
2019-11-22,22
2019-11-23,22
2019-11-24,22
2019-11-25,21
2019-11-26,21
2019-11-27,21
2019-11-28,21
2019-11-29,21
2019-11-30,21
2019-12-01,20
2019-12-02,20
2019-12-03,20
2019-12-04,20
2019-12-05,20
2019-12-06,20
2019-12-07,20
2019-12-08,20
2019-12-09,20
2019-12-10,20
2019-12-11,20
2019-12-12,20
2019-12-13,20
2019-12-14,20
2019-12-15,20
2019-12-16,19
2019-12-17,19
2019-12-18,19
2019-12-19,19
2019-12-20,19
2019-12-21,20
2019-12-22,20
2019-12-23,20
2019-12-24,20
2019-12-25,20
2019-12-26,20
2019-12-27,21
2019-12-28,21
2019-12-29,21
2019-12-30,22
2019-12-31,22
2020-01-01,22
2020-01-02,22
2020-01-03,22
2020-01-04,22
2020-01-05,23
2020-01-06,23
2020-01-07,24
2020-01-08,24
2020-01-09,24
2020-01-10,24
2020-01-11,24
2020-01-12,23
2020-01-13,23
2020-01-14,23
2020-01-15,21
2020-01-16,21
2020-01-17,19
2020-01-18,19
2020-01-19,18
2020-01-20,18
2020-01-21,18
2020-01-22,18
2020-01-23,18
2020-01-24,18
2020-01-25,18
2020-01-26,17
2020-01-27,17
2020-01-28,16
2020-01-29,16
2020-01-30,15
2020-01-31,15
2020-02-01,15
2020-02-02,15
2020-02-03,15
2020-02-04,15
2020-02-05,16
2020-02-06,16
2020-02-07,16
2020-02-08,16
2020-02-09,15
2020-02-10,15
2020-02-11,14
2020-02-12,14
2020-02-13,13
2020-02-14,13
2020-02-15,12
2020-02-16,12
2020-02-17,11
2020-02-18,11
2020-02-19,11
2020-02-20,11
2020-02-21,11
2020-02-22,10
2020-02-23,10
2020-02-24,9
2020-02-25,9
2020-02-26,9
2020-02-27,9
2020-02-28,9
2020-02-29,9
2020-03-01,9
2020-03-02,8
2020-03-03,8
2020-03-04,8
2020-03-05,8
2020-03-06,8
2020-03-07,8
2020-03-08,8
2020-03-09,8
2020-03-10,8
2020-03-11,7
2020-03-12,7
2020-03-13,7
2020-03-14,7
2020-03-15,7
2020-03-16,7
2020-03-17,7
2020-03-18,7
2020-03-19,8
2020-03-20,8
2020-03-21,9
2020-03-22,9
2020-03-23,8
2020-03-24,8
2020-03-25,7
2020-03-26,6
2020-03-27,5
2020-03-28,5
2020-03-29,4
2020-03-30,4
2020-03-31,4
2020-04-01,4
2020-04-02,4
2020-04-03,4
2020-04-04,4
2020-04-05,4
2020-04-06,4
2020-04-07,4
2020-04-08,4
2020-04-09,4
2020-04-10,4
2020-04-11,5
2020-04-12,5
2020-04-13,5
2020-04-14,5
2020-04-15,6
2020-04-16,6
2020-04-17,6
2020-04-18,7
2020-04-19,7
2020-04-20,7
2020-04-21,7
2020-04-22,7
2020-04-23,7
2020-04-24,6
2020-04-25,6
2020-04-26,7
2020-04-27,8
2020-04-28,8
2020-04-29,8
2020-04-30,8
2020-05-01,8
2020-05-02,8
2020-05-03,8
2020-05-04,8
2020-05-05,8
2020-05-06,8
2020-05-07,8
2020-05-08,8
2020-05-09,8
2020-05-10,8
2020-05-11,9
2020-05-12,9
2020-05-13,9
